Id,SalePrice
1687,167530.89
1688,190419.03
1689,194073.81
1690,193089.1
1691,179280.23
1692,264703.2
1693,164811.23
1694,186160.6
1695,168604.77
1696,274357.75
1697,168541.28
1698,377464.3
1699,308548.72
1700,241978.36
1701,266765.03
1702,245921.2
1703,250862.0
1704,296528.7
1705,224308.34
1706,449173.0
1707,208811.14
1708,193328.83
1709,279963.56
1710,213809.27
1711,248183.02
1712,257648.75
1713,281093.06
1714,219989.14
1715,207317.02
1716,180601.25
1717,173432.1
1718,134123.81
1719,194410.95
1720,245292.06
1721,169083.17
1722,122935.81
1723,160291.72
1724,213508.1
1725,238368.64
1726,172700.27
1727,153899.42
1728,185635.84
1729,167315.34
1730,157048.02
1731,124694.92
1732,128771.125
1733,116507.99
1734,126137.0
1735,128518.52
1736,116942.36
1737,289944.84
1738,210610.11
1739,273176.62
1740,205964.75
1741,179772.81
1742,171055.08
1743,175531.03
1744,291886.9
1745,208869.1
1746,205000.78
1747,214958.05
1748,207349.25
1749,155289.11
1750,133386.64
1751,216104.19
1752,118859.52
1753,153402.83
1754,201403.97
1755,170466.67
1756,123375.42
1757,118427.19
1758,144192.75
1759,166306.44
1760,165142.9
1761,148188.94
1762,183310.83
1763,168769.67
1764,118743.38
1765,173062.67
1766,178340.48
1767,217099.42
1768,139722.17
1769,175528.19
1770,146615.64
1771,131527.48
1772,132320.73
1773,133694.08
1774,133560.77
1775,137573.94
1776,129173.94
1777,116595.13
1778,133675.08
1779,116125.74
1780,174691.84
1781,129081.96
1782,92254.93
1783,132016.2
1784,96767.75
1785,111289.82
1786,151653.81
1787,157581.2
1788,51007.76
1789,91528.19
1790,81496.336
1791,184615.73
1792,145472.47
1793,142308.6
1794,146143.67
1795,137683.67
1796,121882.94
1797,112746.086
1798,122583.53
1799,111673.41
1800,128727.914
1801,125545.7
1802,141120.9
1803,156398.75
1804,138408.66
1805,138825.22
1806,110208.195
1807,131297.39
1808,123571.0
1809,120264.95
1810,147756.12
1811,91793.836
1812,98347.23
1813,119685.09
1814,97350.91
1815,53577.4
1816,97543.83
1817,125600.79
1818,130910.8
1819,124238.52
1820,63962.938
1821,108645.875
1822,148238.55
1823,49020.016
1824,131146.97
1825,131751.2
1826,108664.23
1827,100127.266
1828,142653.6
1829,116217.25
1830,146071.2
1831,148520.28
1832,96405.84
1833,145656.11
1834,120220.23
1835,137541.67
1836,127958.89
1837,85901.47
1838,118970.88
1839,83500.36
1840,157440.6
1841,146148.83
1842,97923.08
1843,132480.84
1844,134383.84
1845,150431.02
1846,157940.19
1847,165597.42
1848,54844.137
1849,112862.38
1850,126521.445
1851,148827.11
1852,127678.15
1853,132369.2
1854,171848.4
1855,141476.92
1856,222213.03
1857,153345.48
1858,143846.22
1859,124161.52
1860,149548.6
1861,123642.8
1862,308157.34
1863,299621.8
1864,299621.8
1865,309045.84
1866,327290.28
1867,236266.12
1868,298129.94
1869,201857.2
1870,238622.92
1871,237541.47
1872,170382.98
1873,236746.52
1874,139596.56
1875,207034.28
1876,195104.12
1877,213845.14
1878,193847.61
1879,131384.08
1880,134883.56
1881,244564.94
1882,250002.92
1883,189740.53
1884,202389.8
1885,248911.67
1886,291249.3
1887,207042.95
1888,286776.84
1889,162215.23
1890,120218.164
1891,140049.4
1892,108439.47
1893,122671.13
1894,128366.26
1895,140082.53
1896,126528.92
1897,130669.195
1898,114753.35
1899,149019.4
1900,143847.75
1901,180853.4
1902,161797.62
1903,223534.66
1904,136580.67
1905,198217.58
1906,159996.83
1907,217623.47
1908,112183.33
1909,129885.72
1910,119072.48
1911,228013.48
1912,305031.38
1913,140394.16
1914,47091.895
1915,308724.75
1916,70950.58
1917,271361.1
1918,141101.39
1919,160563.45
1920,156133.31
1921,426097.8
1922,314486.72
1923,206692.78
1924,219876.08
1925,201497.9
1926,395538.84
1927,130276.734
1928,166810.12
1929,117283.01
1930,140171.12
1931,147390.77
1932,144964.06
1933,166701.83
1934,186378.56
1935,172714.1
1936,183528.77
1937,183793.61
1938,170318.02
1939,221307.88
1940,175978.88
1941,177028.39
1942,183138.7
1943,201715.58
1944,324208.53
1945,380533.28
1946,162689.61
1947,296121.75
1948,182928.36
1949,228309.0
1950,176830.98
1951,252446.66
1952,211005.97
1953,171949.22
1954,188769.5
1955,139265.06
1956,263772.03
1957,161820.14
1958,315362.8
1959,143771.9
1960,116043.375
1961,127332.56
1962,96758.26
1963,99757.36
1964,116251.17
1965,144192.06
1966,146558.19
1967,283195.6
1968,415124.03
1969,387021.2
1970,449428.38
1971,434201.16
1972,375841.44
1973,254424.92
1974,315214.88
1975,459304.16
1976,280301.75
1977,343477.75
1978,343522.97
1979,337135.78
1980,187657.89
1981,348676.84
1982,227099.2
1983,201997.2
1984,166706.11
1985,208023.66
1986,212107.14
1987,176671.84
1988,173305.44
1989,187072.52
1990,214650.77
1991,219662.5
1992,211498.73
1993,168678.61
1994,234449.61
1995,189604.84
1996,247243.5
1997,306018.88
1998,331223.1
1999,246884.42
2000,286930.03
2001,264482.66
2002,240737.27
2003,257499.9
2004,280852.97
2005,215612.58
2006,217925.23
2007,240209.33
2008,214028.14
2009,182366.45
2010,188598.2
2011,138133.98
2012,171590.97
2013,180699.97
2014,182918.23
2015,200928.39
2016,188216.92
2017,192021.25
2018,122669.72
2019,129383.164
2020,109039.8
2021,114253.336
2022,190070.5
2023,148109.11
2024,230689.8
2025,343926.84
2026,167692.5
2027,149226.34
2028,149491.0
2029,168242.25
2030,272022.34
2031,230236.16
2032,247456.03
2033,269390.38
2034,161884.83
2035,216704.34
2036,192636.06
2037,195765.4
2038,289339.06
2039,233129.69
2040,332647.94
2041,272900.06
2042,200414.53
2043,166678.94
2044,161000.9
2045,200005.56
2046,133218.45
2047,145898.58
2048,140512.02
2049,138081.84
2050,176762.7
2051,108569.54
2052,121131.125
2053,146379.95
2054,84125.336
2055,158536.88
2056,133206.64
2057,121869.23
2058,212569.03
2059,144640.22
2060,164148.81
2061,181177.94
2062,136350.72
2063,107831.13
2064,148246.47
2065,120558.125
2066,164242.77
2067,116172.16
2068,135004.53
2069,79822.25
2070,112619.92
2071,89755.65
2072,130672.555
2073,139597.89
2074,187566.64
2075,148739.0
2076,120644.73
2077,147579.67
2078,133214.14
2079,131901.19
2080,120740.836
2081,131185.73
2082,125335.63
2083,148553.16
2084,109262.664
2085,123756.27
2086,112319.81
2087,114560.58
2088,99463.914
2089,91323.9
2090,130066.19
2091,121425.59
2092,122746.6
2093,112697.92
2094,114217.92
2095,141244.78
2096,80505.71
2097,90180.36
2098,145586.95
2099,55464.484
2100,91204.75
2101,123969.734
2102,123819.56
2103,99899.586
2104,137326.47
2105,120386.945
2106,71644.87
2107,214203.14
2108,111913.4
2109,113483.625
2110,129025.586
2111,136973.05
2112,152004.5
2113,118126.57
2114,109104.805
2115,154329.92
2116,110323.125
2117,154126.64
2118,128077.43
2119,99608.2
2120,118377.5
2121,100138.625
2122,98654.03
2123,83977.21
2124,181692.88
2125,142595.25
2126,163885.56
2127,149968.64
2128,121059.414
2129,100609.98
2130,141259.31
2131,151189.25
2132,116197.42
2133,121978.64
2134,125650.625
2135,95121.07
2136,73692.89
2137,104064.266
2138,128529.3
2139,158940.17
2140,136714.66
2141,138621.47
2142,129146.23
2143,144494.62
2144,135537.58
2145,133864.78
2146,150238.17
2147,152417.62
2148,123564.41
2149,137381.47
2150,219803.33
2151,118790.17
2152,165607.05
2153,148842.16
2154,102371.01
2155,143633.61
2156,250420.25
2157,229940.61
2158,240253.78
2159,208050.25
2160,171888.73
2161,244320.84
2162,416032.44
2163,349812.28
2164,250538.97
2165,193107.12
2166,146642.5
2167,227921.33
2168,195367.95
2169,195845.89
2170,218635.92
2171,145338.38
2172,135289.11
2173,162995.23
2174,225287.02
2175,325390.84
2176,312163.2
2177,243141.67
2178,212521.61
2179,139684.98
2180,226250.73
2181,183852.33
2182,208874.88
2183,179923.92
2184,124932.99
2185,122116.57
2186,151456.66
2187,151414.34
2188,152791.06
2189,248132.12
2190,83958.555
2191,87823.16
2192,87949.05
2193,99161.875
2194,101267.164
2195,111203.766
2196,97032.79
2197,109540.92
2198,154619.86
2199,161389.53
2200,138658.11
2201,140915.81
2202,206020.92
2203,171175.02
2204,191673.64
2205,128343.484
2206,133160.9
2207,222537.08
2208,257255.17
2209,233934.14
2210,117951.87
2211,115739.445
2212,114657.086
2213,99415.64
2214,129732.336
2215,103246.06
2216,151682.44
2217,65140.016
2218,64045.28
2219,66341.664
2220,63076.83
2221,301622.34
2222,251256.33
2223,269566.9
2224,216532.05
2225,135869.66
2226,201266.1
2227,201339.06
2228,254717.25
2229,253714.5
2230,155407.5
2231,214046.52
2232,195115.11
2233,180726.33
2234,239716.4
2235,207403.42
2236,261804.47
2237,341202.88
2238,202410.44
2239,110779.85
2240,160266.67
2241,152081.64
2242,125378.07
2243,123552.86
2244,98213.484
2245,98198.875
2246,144188.2
2247,105500.414
2248,124666.4
2249,128885.51
2250,133792.53
2251,130081.586
2252,177954.81
2253,158783.2
2254,177463.5
2255,192745.6
2256,188154.3
2257,208767.16
2258,171157.38
2259,176510.7
2260,153256.89
2261,185839.02
2262,200021.78
2263,346084.22
2264,456644.3
2265,175807.94
2266,286907.34
2267,371114.7
2268,402833.5
2269,146704.6
2270,186443.28
2271,214369.28
2272,197386.27
2273,166122.56
2274,188051.31
2275,173171.47
2276,180675.84
2277,187534.27
2278,150410.22
2279,127168.625
2280,112036.63
2281,164789.39
2282,185842.72
2283,98036.33
2284,109283.61
2285,143786.97
2286,125770.4
2287,350685.75
2288,258332.73
2289,404835.38
2290,447705.66
2291,311398.75
2292,406028.2
2293,480281.0
2294,409631.28
2295,470634.56
2296,294701.28
2297,298117.16
2298,305842.94
2299,375089.8
2300,317027.03
2301,284503.62
2302,242924.28
2303,240719.58
2304,240906.28
2305,171845.3
2306,171415.62
2307,181679.38
2308,213783.97
2309,277364.47
2310,206396.73
2311,189808.58
2312,178906.53
2313,173245.95
2314,171157.88
2315,175231.3
2316,186574.0
2317,179880.86
2318,175777.94
2319,175423.75
2320,176227.61
2321,233190.84
2322,169107.03
2323,183139.58
2324,169270.81
2325,203578.56
2326,167795.36
2327,209896.47
2328,227130.62
2329,191673.98
2330,180375.77
2331,343619.6
2332,395389.88
2333,319610.72
2334,245432.95
2335,259149.98
2336,327882.28
2337,195396.47
2338,295530.4
2339,219218.84
2340,402748.6
2341,214907.84
2342,229681.1
2343,222349.75
2344,217395.72
2345,240057.27
2346,210862.53
2347,195173.73
2348,236327.62
2349,172437.78
2350,290555.78
2351,248655.89
2352,241700.22
2353,238247.98
2354,133680.19
2355,142803.19
2356,152866.86
2357,192004.95
2358,192049.45
2359,128906.65
2360,122917.74
2361,142214.02
2362,279128.28
2363,138337.8
2364,156732.02
2365,220607.42
2366,191405.48
2367,220424.89
2368,210055.47
2369,215459.25
2370,170706.0
2371,169005.94
2372,188070.34
2373,263338.47
2374,291028.03
2375,254198.44
2376,270239.22
2377,351176.38
2378,137377.02
2379,196640.36
2380,142374.84
2381,160373.53
2382,192966.84
2383,196243.92
2384,236301.03
2385,161326.9
2386,141435.38
2387,134653.62
2388,103587.91
2389,130246.055
2390,150970.67
2391,139051.0
2392,119174.6
2393,168879.14
2394,146721.4
2395,199743.86
2396,144944.16
2397,197390.95
2398,130069.914
2399,57171.71
2400,53705.34
2401,112309.32
2402,130453.41
2403,145520.88
2404,147247.19
2405,159208.53
2406,139581.12
2407,128396.625
2408,136730.83
2409,132281.61
2410,166867.72
2411,123482.65
2412,154626.48
2413,137176.33
2414,140274.77
2415,134709.38
2416,125293.21
2417,126720.21
2418,130280.086
2419,137585.61
2420,130772.79
2421,138531.88
2422,119158.805
2423,118628.4
2424,168628.89
2425,203760.19
2426,126283.96
2427,125725.664
2428,186648.94
2429,108923.914
2430,133114.81
2431,130776.77
2432,138499.38
2433,140503.31
2434,133547.02
2435,150219.55
2436,107406.734
2437,115875.61
2438,131245.94
2439,107399.164
2440,123095.47
2441,99359.625
2442,99712.84
2443,112906.52
2444,120378.44
2445,81871.586
2446,122650.08
2447,167404.56
2448,135701.31
2449,106709.61
2450,149593.67
2451,130838.77
2452,197755.92
2453,97088.88
2454,114138.55
2455,111909.234
2456,131247.94
2457,133901.42
2458,124667.92
2459,103374.93
2460,140184.36
2461,109631.43
2462,130715.55
2463,119122.11
2464,169979.83
2465,131752.45
2466,121182.31
2467,131282.73
2468,87983.19
2469,89384.664
2470,186295.4
2471,190179.31
2472,175127.05
2473,122883.99
2474,96664.35
2475,214998.45
2476,108086.36
2477,131981.83
2478,157180.45
2479,122290.69
2480,150639.9
2481,131605.02
2482,130528.08
2483,119321.984
2484,128360.76
2485,122407.125
2486,159078.45
2487,208173.89
2488,151276.22
2489,150804.33
2490,149103.56
2491,83810.4
2492,186500.89
2493,146097.67
2494,162864.56
2495,84004.125
2496,229573.14
2497,145344.6
2498,118496.78
2499,91971.016
2500,122516.21
2501,126863.73
2502,143646.22
2503,88180.42
2504,175748.1
2505,225254.34
2506,253732.67
2507,277673.6
2508,252291.69
2509,211178.28
2510,224275.61
2511,172326.81
2512,196838.86
2513,213394.31
2514,232718.53
2515,156333.88
2516,164966.28
2517,137771.02
2518,153805.67
2519,219269.66
2520,220240.62
2521,188211.72
2522,220380.31
2523,125145.836
2524,151092.69
2525,147979.22
2526,142921.84
2527,128521.71
2528,131517.7
2529,142513.8
2530,119352.14
2531,254231.88
2532,228658.5
2533,188521.97
2534,224678.72
2535,313594.22
2536,237872.69
2537,230924.89
2538,181394.58
2539,190945.48
2540,168192.67
2541,187901.27
2542,164156.17
2543,126340.82
2544,119748.57
2545,131548.92
2546,123053.336
2547,143943.11
2548,146295.38
2549,161384.45
2550,603936.9
2551,140128.36
2552,128044.09
2553,89064.29
2554,103219.08
2555,121681.67
2556,106792.18
2557,111880.1
2558,145710.44
2559,141271.19
2560,141098.44
2561,144581.48
2562,123127.05
2563,149824.39
2564,192013.39
2565,139358.47
2566,147808.0
2567,138319.6
2568,203707.73
2569,202688.61
2570,115407.78
2571,176987.22
2572,164725.75
2573,238125.08
2574,273983.84
2575,126593.38
2576,120906.875
2577,161249.69
2578,78804.54
2579,68373.07
2580,103137.42
2581,98928.85
2582,91092.086
2583,272695.84
2584,158921.22
2585,178633.75
2586,216203.95
2587,206816.81
2588,146168.06
2589,150341.95
2590,202296.0
2591,200685.19
2592,205179.94
2593,248654.7
2594,172036.98
2595,196947.2
2596,311002.8
2597,186001.8
2598,264896.62
2599,309874.25
2600,148725.52
2601,141227.55
2602,86673.43
2603,92957.39
2604,80967.84
2605,81957.664
2606,148755.45
2607,195616.84
2608,197040.19
2609,157035.12
2610,110717.53
2611,143021.53
2612,156114.72
2613,126889.62
2614,124681.016
2615,161682.69
2616,139673.94
2617,184029.69
2618,181653.38
2619,190178.22
2620,190400.34
2621,184966.81
2622,183694.78
2623,248850.42
2624,297359.88
2625,293705.0
2626,170924.28
2627,181595.88
2628,453669.22
2629,495427.03
2630,351078.62
2631,473521.75
2632,440226.5
2633,302357.6
2634,406804.12
2635,151086.19
2636,188695.7
2637,171958.9
2638,254489.27
2639,189775.81
2640,159193.19
2641,115777.85
2642,185012.66
2643,100614.195
2644,124100.445
2645,94398.66
2646,95779.21
2647,101364.06
2648,145885.36
2649,139782.55
2650,141039.36
2651,144733.52
2652,433071.3
2653,238867.0
2654,219391.6
2655,386522.84
2656,334244.9
2657,333787.84
2658,286790.25
2659,293319.28
2660,336402.84
2661,342802.66
2662,351865.66
2663,298220.94
2664,274579.22
2665,323955.12
2666,282471.1
2667,164400.11
2668,180624.31
2669,165573.4
2670,276119.03
2671,181921.77
2672,186375.0
2673,202523.4
2674,195854.84
2675,160489.5
2676,190668.72
2677,198090.6
2678,248041.03
2679,274654.38
2680,279816.2
2681,413167.4
2682,338593.78
2683,519179.78
2684,308122.97
2685,343146.1
2686,261272.95
2687,337799.72
2688,209192.27
2689,194177.11
2690,479734.84
2691,179792.52
2692,131073.08
2693,184371.17
2694,129944.945
2695,187739.17
2696,183514.06
2697,190141.56
2698,185180.89
2699,166087.7
2700,154802.8
2701,155908.06
2702,120345.38
2703,122975.2
2704,146085.42
2705,124590.91
2706,119036.25
2707,126415.055
2708,135674.53
2709,99382.48
2710,127962.055
2711,265070.22
2712,368491.2
2713,169093.17
2714,147415.8
2715,172109.03
2716,139984.11
2717,182452.03
2718,227223.34
2719,155236.4
2720,164312.66
2721,140323.47
2722,158639.4
2723,140626.5
2724,126008.47
2725,137844.36
2726,146773.03
2727,169947.58
2728,166159.31
2729,153056.94
2730,137558.2
2731,123728.19
2732,119545.805
2733,158961.84
2734,122694.41
2735,130059.0
2736,135841.42
2737,125414.66
2738,139797.33
2739,170171.56
2740,132935.31
2741,143964.12
2742,150791.11
2743,147910.64
2744,155941.52
2745,131130.83
2746,136977.1
2747,138648.84
2748,120062.45
2749,129000.234
2750,131437.08
2751,129762.03
2752,185385.48
2753,150129.17
2754,229208.05
2755,130293.516
2756,81408.41
2757,66364.01
2758,82051.59
2759,153522.1
2760,132343.69
2761,154423.7
2762,151110.83
2763,186798.53
2764,147919.25
2765,281710.84
2766,134072.9
2767,90863.555
2768,136679.44
2769,139548.77
2770,153800.98
2771,114640.8
2772,116549.9
2773,146433.3
2774,138238.23
2775,123391.414
2776,122670.88
2777,138585.0
2778,94155.64
2779,115230.73
2780,90802.57
2781,94381.195
2782,93611.18
2783,98521.555
2784,123913.94
2785,132731.36
2786,70722.914
2787,122138.11
2788,81175.445
2789,186530.23
2790,83939.98
2791,115242.26
2792,55237.816
2793,175186.02
2794,100055.195
2795,122247.42
2796,100515.61
2797,208812.36
2798,107678.42
2799,118032.99
2800,61937.562
2801,106424.03
2802,132854.84
2803,161121.02
2804,127942.28
2805,97085.65
2806,96705.94
2807,169175.6
2808,148570.72
2809,134438.33
2810,126589.51
2811,159457.11
2812,146125.42
2813,150962.77
2814,158087.25
2815,95819.125
2816,245220.95
2817,143806.03
2818,127202.94
2819,157195.47
2820,136723.9
2821,104499.66
2822,190481.88
2823,294445.06
2824,179437.42
2825,145047.58
2826,125119.71
2827,139210.1
2828,207796.83
2829,185751.64
2830,221789.81
2831,175648.23
2832,243891.11
2833,281282.66
2834,201484.47
2835,204577.97
2836,189736.0
2837,150342.81
2838,142599.06
2839,178691.52
2840,209031.73
2841,201973.31
2842,227137.77
2843,150144.36
2844,161937.31
2845,118516.88
2846,208110.95
2847,200385.11
2848,216590.9
2849,199108.42
2850,279565.47
2851,228343.39
2852,237086.8
2853,241385.8
2854,139066.66
2855,197873.66
2856,199313.03
2857,186839.5
2858,198521.03
2859,124726.2
2860,127394.4
2861,135457.08
2862,190044.05
2863,127253.9
2864,243187.84
2865,138801.66
2866,126361.305
2867,84904.164
2868,117113.234
2869,112451.75
2870,136673.6
2871,92418.46
2872,57605.992
2873,98311.125
2874,150262.4
2875,109454.45
2876,157615.03
2877,136468.83
2878,171372.48
2879,144736.53
2880,110357.54
2881,155730.47
2882,173796.86
2883,200451.81
2884,199184.22
2885,188964.92
2886,213858.8
2887,91900.09
2888,124290.65
2889,58614.418
2890,77583.234
2891,139291.77
2892,48855.266
2893,69419.33
2894,48580.08
2895,305767.97
2896,268250.8
2897,195593.34
2898,151575.88
2899,207353.6
2900,159048.58
2901,207999.05
2902,184581.6
2903,345081.3
2904,365952.84
2905,104034.79
2906,211104.19
2907,111862.5
2908,133340.47
2909,148593.1
2910,80918.83
2911,86344.164
2912,144397.11
2913,84269.71
2914,77184.945
2915,75807.13
2916,83312.336
2917,161689.03
2918,118448.3
2919,236043.84
